[test_data/solomon/c101.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1511.75
[INFO] Cost func = 1511.75
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
12;12;7;45;66;76;11.1803;21.2132
12;12;60;92;130;140;16.2788;18.0278
13;13;22;26;59;69;26.9258;26.9258
13;13;73;76;76;86;7.07107;20.1246
13;13;57;99;99;109;13;23.1948
13;13;26;131;131;141;22.2036;11.1803
14;14;50;16;105;115;16.9706;16.9706
14;14;53;133;133;143;18.868;4.47214
15;0;94;12;88;98;12.0416;12.0416
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1688.45
[INFO] Cost func = 1688.45
[DEBUG]  SOLUTION: 1688.45 | 0 | {0, 0}
[test_data/solomon/r111.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1637.5
[INFO] Cost func = 1637.5
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;21;18;18;28;18.0278;18.0278
0;0;73;31;31;41;3.16228;20.1246
0;0;2;50;50;60;9;18
0;0;57;65;65;75;5.83095;23.1948
0;0;42;83;83;93;8;25.4951
0;0;87;100;100;110;7.2111;18.3848
0;0;97;114;114;124;4.24264;17.2047
0;0;13;130;147;157;6.40312;11.1803
0;0;95;162;162;172;5.09902;14.8661
0;0;59;176;176;186;4;17.8045
0;0;96;189;189;199;3.16228;15.2643
0;0;89;207;207;217;8.94427;9
1;1;85;23;23;33;23.0217;23.0217
1;1;98;36;36;46;3.16228;21.2603
1;1;92;49;49;59;3.16228;18.3848
1;1;15;77;77;87;18.7883;30.4138
1;1;41;99;99;109;12.1655;28.8617
1;1;22;113;113;123;4.24264;26.9258
1;1;74;126;138;148;3.16228;24.5968
1;1;56;155;155;165;7.07107;29.2062
1;1;72;172;172;182;7.2111;22.4722
1;1;58;196;196;206;14.8661;9.05539
2;2;31;17;17;27;17.4642;17.4642
2;2;1;37;37;47;10.4403;15.2316
2;2;69;51;51;61;4.47214;12.1655
2;2;50;71;71;81;10;16.9706
2;2;76;86;86;96;5.38516;15.6525
2;2;3;102;102;112;6.7082;22.3607
2;2;78;121;121;131;9.21954;31.0645
2;2;68;144;144;154;13.9284;21.3776
2;2;80;156;156;166;2;21.095
2;2;24;175;175;185;9.21954;30
2;2;54;195;195;205;10;22.8035
3;3;37;21;42;52;21.2132;21.2132
3;3;91;57;57;67;5.09902;25.6125
3;3;99;75;75;85;8.60233;17.4929
3;3;5;91;91;101;6.40312;20.6155
3;3;84;105;105;115;4.12311;24.3311
3;3;18;127;127;137;12.7279;15.8114
3;3;82;145;145;155;8.60233;23.3238
3;3;7;160;160;170;5.83095;21.2132
4;4;48;27;27;37;27.8029;27.8029
4;4;11;51;57;67;14.7648;33.541
4;4;62;75;75;85;8.06226;25.4951
4;4;88;91;91;101;6.32456;19.2354
4;4;70;112;123;133;11.7047;21.095
4;4;51;145;145;155;12.1655;26.9258
4;4;34;171;171;181;16.2788;36.0555
4;4;77;197;197;207;16.9706;19.6977
5;5;61;25;29;39;25.4951;25.4951
5;5;16;43;43;53;4.47214;29.1548
5;5;86;59;59;69;6.32456;35.3553
5;5;44;77;77;87;8.06226;31.8904
5;5;14;92;92;102;5.65685;32.0156
5;5;43;112;112;122;10.6302;34.176
5;5;100;137;159;169;15.8114;24.0416
5;5;93;175;175;185;6;20.2485
6;6;30;25;49;59;25.4951;25.4951
6;6;81;75;75;85;16.1555;27.5862
6;6;33;87;87;97;2.82843;24.7588
6;6;79;102;102;112;5.65685;25.5539
6;6;29;121;121;131;9.21954;29.8329
6;6;55;150;150;160;19.0263;30.4631
6;6;4;168;168;178;8.544;25
6;6;75;188;188;198;10.8166;27.7849
7;7;71;39;39;49;39.6611;39.6611
7;7;20;61;79;89;12.3693;31.6228
7;7;32;99;99;109;10.7703;34
7;7;90;113;113;123;4.47214;32.249
7;7;63;127;127;137;4.47214;34.9285
7;7;10;146;146;156;9.48683;25.4951
8;8;45;29;29;39;29.1548;29.1548
8;8;46;49;63;73;10.7703;35.4683
8;8;47;83;83;93;10;34.2053
8;8;8;106;106;116;13.153;26.2488
8;8;35;173;173;183;57.3847;41.0366
9;9;19;32;32;42;32.0156;32.0156
9;9;64;59;59;69;17;46.5188
9;9;49;81;93;103;12.7279;43.9318
9;9;36;111;111;121;8.94427;41.4005
9;9;17;151;151;161;30.1496;30.4138
10;10;65;49;49;59;49.9299;49.9299
10;10;9;77;88;98;18.3848;32.0156
11;11;23;36;58;68;36.0555;36.0555
11;11;67;80;80;90;12;43.8634
11;11;39;99;99;109;9.89949;33.9706
11;11;25;118;153;163;9.43398;33.541
12;12;27;5;8;18;5;5
12;12;28;24;24;34;6.7082;6.32456
12;12;12;43;43;53;9.21954;15
12;12;26;60;60;70;7.07107;11.1803
12;12;40;77;77;87;7.07107;11.1803
12;12;53;93;93;103;6.7082;4.47214
12;12;94;114;114;124;11.7047;12.0416
12;12;6;127;127;137;3.16228;11.1803
12;12;60;145;145;155;8.94427;18.0278
12;12;83;159;159;169;4.24264;21.095
12;12;52;183;183;193;14.3178;11.3137
13;13;38;42;74;84;42.4264;42.4264
14;24;66;40;104;114;40.4969;40.4969
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1637.5
[INFO] Cost func = 1637.5
[DEBUG]  SOLUTION: 1637.5 | 0 | {0, 0}
[test_data/solomon/r112.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1401.41
[INFO] Cost func = 1401.41
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;2;18;18;28;18;18
0;0;57;33;48;58;5.83095;23.1948
0;0;87;65;65;75;7.2111;18.3848
0;0;13;82;82;92;7.28011;11.1803
0;0;95;97;97;107;5.09902;14.8661
0;0;59;111;111;121;4;17.8045
0;0;96;124;124;134;3.16228;15.2643
0;0;94;138;138;148;4;12.0416
0;0;6;151;151;161;3.16228;11.1803
0;0;60;169;169;179;8.94427;18.0278
0;0;89;188;188;198;9.05539;9
1;1;92;18;18;28;18.3848;18.3848
1;1;98;31;31;41;3.16228;21.2603
1;1;99;46;46;56;5.09902;17.4929
1;1;93;58;60;70;2.82843;20.2485
1;1;5;76;76;86;6.7082;20.6155
1;1;83;93;93;103;7.07107;21.095
1;1;18;109;109;119;6.7082;15.8114
1;1;52;126;126;136;7.61577;11.3137
1;1;1;151;151;161;15.2316;15.2316
1;1;50;167;167;177;6.32456;16.9706
1;1;77;184;184;194;7.2111;19.6977
2;2;82;23;23;33;23.3238;23.3238
2;2;45;45;45;55;12.7279;29.1548
2;2;84;63;63;73;8.60233;24.3311
2;2;17;79;79;89;6.08276;30.4138
2;2;61;98;98;108;9.21954;25.4951
2;2;16;112;112;122;4.47214;29.1548
2;2;85;128;128;138;6.32456;23.0217
2;2;91;141;141;151;3.16228;25.6125
2;2;100;154;154;164;3.16228;24.0416
2;2;37;166;166;176;2.82843;21.2132
2;2;97;181;181;191;5.09902;17.2047
3;3;7;21;36;46;21.2132;21.2132
3;3;48;53;65;75;7.28011;27.8029
3;3;62;87;87;97;12.53;25.4951
3;3;10;103;103;113;6.32456;25.4951
3;3;88;121;121;131;8.94427;19.2354
3;3;31;136;136;146;5;17.4642
3;3;68;174;174;184;28.178;21.3776
3;3;80;186;186;196;2;21.095
4;4;21;18;18;28;18.0278;18.0278
4;4;72;32;32;42;4.47214;22.4722
4;4;56;49;76;86;7.2111;29.2062
4;4;75;90;90;100;4.12311;27.7849
4;4;22;104;104;114;4.12311;26.9258
4;4;74;117;117;127;3.16228;24.5968
4;4;73;131;131;141;4.47214;20.1246
4;4;41;151;151;161;10.198;28.8617
4;4;43;180;180;190;19.4165;34.176
5;5;4;25;73;83;25;25
5;5;23;98;98;108;15;36.0555
5;5;39;116;116;126;8.60233;33.9706
5;5;25;135;135;145;9.43398;33.541
5;5;55;148;148;158;3.60555;30.4631
5;5;24;170;170;180;12.1655;30
5;5;54;190;190;200;10;22.8035
6;6;29;29;29;39;29.8329;29.8329
6;6;79;48;48;58;9.21954;25.5539
6;6;33;63;63;73;5.65685;24.7588
6;6;81;75;75;85;2.82843;27.5862
6;6;9;91;91;101;6;32.0156
6;6;51;107;107;117;6.32456;26.9258
6;6;30;126;126;136;9.21954;25.4951
6;6;32;146;146;156;10.2956;34
6;6;63;164;164;174;8;34.9285
6;6;70;190;190;200;16.4012;21.095
7;7;78;31;42;52;31.0645;31.0645
7;7;34;57;70;80;5;36.0555
7;7;35;90;90;100;10.198;41.0366
7;7;71;106;106;116;6.7082;39.6611
7;7;66;125;125;135;9.43398;40.4969
7;7;3;163;163;173;28.6356;22.3607
8;8;15;30;30;40;30.4138;30.4138
8;8;14;55;55;65;15.8114;32.0156
8;8;44;70;70;80;5.65685;31.8904
8;8;86;88;88;98;8.06226;35.3553
8;8;38;111;111;121;13.0384;42.4264
8;8;42;141;141;151;20.2485;25.4951
9;9;11;33;33;43;33.541;33.541
9;9;19;50;50;60;7.07107;32.0156
9;9;47;68;68;78;8.06226;34.2053
9;9;49;90;90;100;12.1655;43.9318
9;9;36;108;108;118;8.94427;41.4005
9;9;46;130;130;140;12;35.4683
9;9;8;149;149;159;9.43398;26.2488
10;10;64;46;46;56;46.5188;46.5188
10;10;90;74;74;84;18.868;32.249
10;10;20;98;98;108;14.1421;31.6228
10;10;65;128;128;138;20.8087;49.9299
11;11;67;43;43;53;43.8634;43.8634
12;12;27;5;5;15;5;5
12;12;69;22;22;32;7.28011;12.1655
12;12;28;42;42;52;10.7703;6.32456
12;12;76;61;61;71;9.43398;15.6525
12;12;12;78;78;88;7.07107;15
12;12;26;95;95;105;7.07107;11.1803
12;12;40;112;112;122;7.07107;11.1803
12;12;58;126;126;136;4.12311;9.05539
12;12;53;141;141;151;5.09902;4.47214
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1401.41
[INFO] Cost func = 1401.41
[DEBUG]  SOLUTION: 1401.41 | 0 | {0, 0}
[test_data/solomon/r201.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1713.96
[INFO] Cost func = 1713.96
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;83;21;96;106;21.095;21.095
0;0;45;114;114;124;8.06226;29.1548
0;0;5;136;136;146;12.0416;20.6155
0;0;59;154;154;164;8.48528;17.8045
0;0;95;168;168;178;4;14.8661
0;0;92;181;181;191;3.60555;18.3848
0;0;98;194;194;204;3.16228;21.2603
0;0;14;215;215;225;11.7047;32.0156
0;0;15;240;240;250;15.8114;30.4138
0;0;2;263;263;273;13;18
0;0;21;283;283;293;10.4403;18.0278
0;0;73;296;308;318;3.16228;20.1246
0;0;75;325;325;335;7.81025;27.7849
0;0;56;339;585;595;4.12311;29.2062
0;0;55;609;620;630;14.8661;30.4631
0;0;54;638;641;651;8.48528;22.8035
0;0;26;663;663;673;12.0416;11.1803
0;0;68;687;687;697;14.2127;21.3776
0;0;77;702;817;827;5;19.6977
0;0;1;840;840;850;13.4164;15.2316
0;0;70;858;858;868;8.06226;21.095
1;1;33;24;45;55;24.7588;24.7588
1;1;30;70;259;269;15.2643;25.4951
1;1;11;289;289;299;20.6155;33.541
1;1;19;306;306;316;7.07107;32.0156
1;1;7;327;331;341;11.1803;21.2132
1;1;88;347;347;357;6.32456;19.2354
1;1;18;370;377;387;13.4164;15.8114
1;1;85;405;405;415;18.4391;23.0217
1;1;99;420;420;430;5.65685;17.4929
1;1;6;436;436;446;6.40312;11.1803
1;1;94;449;449;459;3.16228;12.0416
1;1;13;463;690;700;4.47214;11.1803
1;1;74;720;720;730;20;24.5968
1;1;4;741;741;751;11.4017;25
1;1;25;761;817;827;10;33.541
1;1;24;842;842;852;15;30
1;1;80;861;861;871;9.21954;21.095
2;2;39;33;33;43;33.9706;33.9706
2;2;72;56;56;66;13.6015;22.4722
2;2;42;89;89;99;23.3452;25.4951
2;2;87;106;420;430;7.2111;18.3848
2;2;97;434;612;622;4.24264;17.2047
2;2;96;628;628;638;6.7082;15.2643
2;2;37;645;645;655;7.28011;21.2132
2;2;91;660;739;749;5.09902;25.6125
2;2;17;763;763;773;14.8661;30.4138
2;2;60;785;785;795;12.6491;18.0278
2;2;48;813;813;823;18.4391;27.8029
3;3;82;23;162;172;23.3238;23.3238
3;3;47;183;183;193;11.4017;34.2053
3;3;36;200;200;210;7.2111;41.4005
3;3;61;247;290;300;37.3631;25.4951
3;3;16;304;304;314;4.47214;29.1548
3;3;44;320;320;330;6.08276;31.8904
3;3;38;340;340;350;10.8166;42.4264
3;3;57;377;421;431;27.8926;23.1948
3;3;41;442;442;452;11.1803;28.8617
3;3;22;456;456;466;4.24264;26.9258
3;3;3;502;527;537;36.4006;22.3607
3;3;34;551;551;561;14.1421;36.0555
3;3;66;585;592;602;24.0832;40.4969
3;3;20;610;610;620;8.94427;31.6228
3;3;50;638;638;648;18.1108;16.9706
4;4;29;29;190;200;29.8329;29.8329
4;4;67;237;294;304;37.1214;43.8634
4;4;23;316;316;326;12;36.0555
4;4;86;378;388;398;52.6308;35.3553
4;4;84;412;436;446;14.7648;24.3311
4;4;8;458;458;468;12.0416;26.2488
4;4;46;477;515;525;9.43398;35.4683
4;4;10;555;577;587;30.4631;25.4951
4;4;32;597;660;670;10.2956;34
5;5;63;34;34;44;34.9285;34.9285
5;5;65;79;79;89;35.9027;49.9299
5;5;71;99;268;278;10.2956;39.6611
5;5;9;286;400;410;8.24621;32.0156
5;5;51;416;416;426;6.32456;26.9258
5;5;81;433;433;443;7.2111;27.5862
5;5;78;449;449;459;6.32456;31.0645
5;5;79;464;464;474;5.65685;25.5539
5;5;43;530;620;630;56.4004;34.176
6;6;64;46;214;224;46.5188;46.5188
6;6;90;242;392;402;18.868;32.249
6;6;35;434;686;696;32.0624;41.0366
7;7;49;43;501;511;43.9318;43.9318
8;12;27;5;104;114;5;5
8;12;52;122;174;184;8.544;11.3137
8;12;62;199;199;209;15.2971;25.4951
8;12;31;218;218;228;9.21954;17.4642
8;12;69;235;235;245;7.81025;12.1655
8;12;28;255;255;265;10.7703;6.32456
8;12;76;274;290;300;9.43398;15.6525
8;12;12;307;307;317;7.07107;15
8;12;53;330;414;424;13.6015;4.47214
8;12;40;430;430;440;6.7082;11.1803
8;12;58;444;849;859;4.12311;9.05539
8;12;100;878;878;888;19.6977;24.0416
8;12;93;894;894;904;6;20.2485
8;12;89;917;917;927;13.6015;9
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1705.3
[INFO] Cost func = 1705.3
[DEBUG]  SOLUTION: 1705.3 | 0 | {0, 0}
[test_data/solomon/r202.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1613.53
[INFO] Cost func = 1613.53
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;79;25;388;398;25.5539;25.5539
0;0;51;410;410;420;12.8063;26.9258
0;0;9;426;426;436;6.32456;32.0156
0;0;81;442;442;452;6;27.5862
0;0;78;458;458;468;6.32456;31.0645
0;0;54;491;641;651;23.3452;22.8035
0;0;56;668;668;678;17.4642;29.2062
0;0;74;685;685;695;7.07107;24.5968
0;0;13;715;715;725;20;11.1803
0;0;95;730;730;740;5.09902;14.8661
0;0;94;743;743;753;3.16228;12.0416
0;0;59;758;758;768;5.83095;17.8045
0;0;37;772;772;782;4.12311;21.2132
0;0;98;783;783;793;1.41421;21.2603
0;0;100;796;798;808;3.16228;24.0416
0;0;91;811;811;821;3.16228;25.6125
0;0;85;824;824;834;3.16228;23.0217
0;0;93;836;836;846;2.82843;20.2485
0;0;5;852;852;862;6.7082;20.6155
0;0;83;869;869;879;7.07107;21.095
0;0;96;891;891;901;12.8063;15.2643
0;0;89;909;909;919;8.94427;9
0;0;70;942;942;952;23.7065;21.095
1;1;69;12;162;172;12.1655;12.1655
1;1;30;185;259;269;13.3417;25.4951
1;1;62;285;285;295;16.1245;25.4951
1;1;11;303;303;313;8.06226;33.541
1;1;19;320;320;330;7.07107;32.0156
1;1;88;343;343;353;13.6015;19.2354
1;1;18;366;377;387;13.4164;15.8114
1;1;6;398;415;425;11.1803;11.1803
1;1;99;431;431;441;6.40312;17.4929
1;1;97;448;612;622;7.07107;17.2047
1;1;43;640;640;650;18.1108;34.176
1;1;4;686;686;696;36.2353;25
1;1;55;704;704;714;8.544;30.4631
1;1;24;726;726;736;12.1655;30
1;1;80;745;839;849;9.21954;21.095
1;1;58;871;871;881;22.8254;9.05539
2;2;92;18;18;28;18.3848;18.3848
2;2;42;38;38;48;10.198;25.4951
2;2;15;57;175;185;9.21954;30.4138
2;2;14;200;200;210;15.8114;32.0156
2;2;38;221;302;312;11.1803;42.4264
2;2;44;322;322;332;10.8166;31.8904
2;2;16;338;338;348;6.08276;29.1548
2;2;61;352;352;362;4.47214;25.4951
2;2;84;369;436;446;7.07107;24.3311
2;2;8;458;458;468;12.0416;26.2488
2;2;49;493;501;511;25.318;43.9318
2;2;10;536;577;587;25.2982;25.4951
2;2;32;597;660;670;10.2956;34
2;2;66;684;684;694;14.5602;40.4969
2;2;35;710;710;720;16.1245;41.0366
2;2;68;746;746;756;26.9258;21.3776
2;2;60;795;795;805;39.3192;18.0278
3;3;39;33;33;43;33.9706;33.9706
3;3;67;52;294;304;9.89949;43.8634
3;3;23;316;316;326;12;36.0555
3;3;41;339;396;406;13.153;28.8617
3;3;57;417;421;431;11.1803;23.1948
3;3;87;438;438;448;7.2111;18.3848
3;3;17;473;733;743;25.9422;30.4138
4;4;65;49;49;59;49.9299;49.9299
4;4;63;94;94;104;35.9027;34.9285
4;4;47;127;127;137;23.0217;34.2053
4;4;36;144;144;154;7.2111;41.4005
4;4;45;176;176;186;22.3607;29.1548
4;4;86;206;388;398;20.0998;35.3553
4;4;22;439;439;449;41.7732;26.9258
4;4;25;471;817;827;22.3607;33.541
4;4;77;852;852;862;25.9422;19.6977
5;5;71;39;268;278;39.6611;39.6611
5;5;20;290;581;591;12.3693;31.6228
6;6;64;46;214;224;46.5188;46.5188
6;6;90;242;392;402;18.868;32.249
7;8;46;35;515;525;35.4683;35.4683
8;12;52;11;11;21;11.3137;11.3137
8;12;82;33;33;43;12.6491;23.3238
8;12;48;48;48;58;5.38516;27.8029
8;12;7;65;65;75;7.28011;21.2132
8;12;31;86;86;96;11.1803;17.4642
8;12;27;108;108;118;12.6491;5
8;12;28;124;124;134;6.7082;6.32456
8;12;1;146;146;156;12;15.2316
8;12;50;162;162;172;6.32456;16.9706
8;12;33;179;179;189;7.81025;24.7588
8;12;34;201;201;211;12.3693;36.0555
8;12;29;224;224;234;13.0384;29.8329
8;12;3;243;243;253;9.48683;22.3607
8;12;76;259;290;300;6.7082;15.6525
8;12;12;307;307;317;7.07107;15
8;12;26;324;324;334;7.07107;11.1803
8;12;21;344;344;354;10;18.0278
8;12;72;358;358;368;4.47214;22.4722
8;12;75;373;373;383;5.38516;27.7849
8;12;73;390;390;400;7.81025;20.1246
8;12;2;409;409;419;9;18
8;12;40;428;428;438;9.43398;11.1803
8;12;53;444;444;454;6.7082;4.47214
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1613.53
[INFO] Cost func = 1613.53
[DEBUG]  SOLUTION: 1613.53 | 0 | {0, 0}
[test_data/solomon/r203.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1235.13
[INFO] Cost func = 1235.13
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;92;18;18;28;18.3848;18.3848
0;0;37;30;30;40;2.82843;21.2132
0;0;98;41;41;51;1.41421;21.2603
0;0;91;55;55;65;4.47214;25.6125
0;0;42;76;76;86;11.4017;25.4951
0;0;15;95;175;185;9.21954;30.4138
0;0;43;192;192;202;7.28011;34.176
0;0;14;212;212;222;10.6302;32.0156
0;0;44;227;233;243;5.65685;31.8904
0;0;38;253;302;312;10.8166;42.4264
0;0;86;325;325;335;13.0384;35.3553
0;0;16;341;341;351;6.32456;29.1548
0;0;61;355;355;365;4.47214;25.4951
0;0;85;369;369;379;4.47214;23.0217
0;0;99;384;384;394;5.65685;17.4929
0;0;6;400;415;425;6.40312;11.1803
0;0;84;439;439;449;14.0357;24.3311
0;0;8;461;461;471;12.0416;26.2488
0;0;46;480;480;490;9.43398;35.4683
0;0;47;500;500;510;10;34.2053
0;0;49;522;522;532;12.1655;43.9318
0;0;19;544;544;554;12.0416;32.0156
0;0;48;562;562;572;8.24621;27.8029
0;0;82;577;577;587;5.38516;23.3238
0;0;7;592;592;602;5.83095;21.2132
0;0;10;616;616;626;14.1421;25.4951
0;0;63;635;635;645;9.48683;34.9285
0;0;90;649;649;659;4.47214;32.249
0;0;32;663;663;673;4.47214;34
0;0;66;687;687;697;14.5602;40.4969
0;0;71;706;706;716;9.43398;39.6611
0;0;35;722;722;732;6.7082;41.0366
0;0;20;750;750;760;18;31.6228
0;0;51;768;768;778;8.06226;26.9258
0;0;81;785;785;795;7.2111;27.5862
0;0;34;805;805;815;10.0499;36.0555
0;0;29;828;828;838;13.0384;29.8329
0;0;24;845;845;855;7.07107;30
0;0;54;865;865;875;10;22.8035
0;0;80;883;883;893;8.06226;21.095
0;0;77;899;899;909;6.7082;19.6977
0;0;70;929;929;939;20.6155;21.095
1;1;33;24;45;55;24.7588;24.7588
1;1;65;81;81;91;26.5707;49.9299
1;1;39;156;156;166;65.0308;33.9706
1;1;67;175;294;304;9.89949;43.8634
1;1;23;316;316;326;12;36.0555
1;1;22;337;409;419;11.1803;26.9258
1;1;87;437;437;447;18.7883;18.3848
1;1;100;457;798;808;10;24.0416
1;1;93;814;814;824;6;20.2485
1;1;17;838;838;848;14.3178;30.4138
2;2;30;25;259;269;25.4951;25.4951
2;2;62;285;285;295;16.1245;25.4951
2;2;88;301;301;311;6.32456;19.2354
3;3;45;29;29;39;29.1548;29.1548
3;3;36;61;61;71;22.3607;41.4005
3;3;11;89;206;216;18.6815;33.541
3;3;64;229;229;239;13;46.5188
3;3;79;290;388;398;51.0392;25.5539
3;3;9;410;410;420;12.1655;32.0156
3;3;78;430;430;440;10;31.0645
3;3;68;453;637;647;13.9284;21.3776
3;3;55;664;664;674;17.4642;30.4631
3;3;4;682;682;692;8.544;25
4;4;41;28;396;406;28.8617;28.8617
4;4;56;418;585;595;12.0831;29.2062
4;4;25;609;817;827;14.4222;33.541
5;12;27;5;104;114;5;5
5;12;89;124;124;134;10.2956;9
5;12;96;142;142;152;8.94427;15.2643
5;12;59;155;155;165;3.16228;17.8045
5;12;60;175;175;185;10.7703;18.0278
5;12;5;189;189;199;4.47214;20.6155
5;12;83;206;206;216;7.07107;21.095
5;12;18;222;222;232;6.7082;15.8114
5;12;52;239;239;249;7.61577;11.3137
5;12;31;258;258;268;9.84886;17.4642
5;12;69;275;275;285;7.81025;12.1655
5;12;1;289;289;299;4.47214;15.2316
5;12;50;305;305;315;6.32456;16.9706
5;12;3;323;323;333;8.24621;22.3607
5;12;76;339;339;349;6.7082;15.6525
5;12;12;356;356;366;7.07107;15
5;12;26;373;373;383;7.07107;11.1803
5;12;28;391;391;401;8.06226;6.32456
5;12;53;408;414;424;7.2111;4.47214
5;12;40;430;430;440;6.7082;11.1803
5;12;73;448;448;458;8.94427;20.1246
5;12;74;462;681;691;4.47214;24.5968
5;12;75;694;694;704;3.60555;27.7849
5;12;72;709;709;719;5.38516;22.4722
5;12;21;723;723;733;4.47214;18.0278
5;12;2;743;743;753;10.4403;18
5;12;57;758;758;768;5.83095;23.1948
5;12;97;779;779;789;11.4017;17.2047
5;12;95;792;792;802;3;14.8661
5;12;94;805;805;815;3.16228;12.0416
5;12;13;819;819;829;4.47214;11.1803
5;12;58;835;849;859;6.08276;9.05539
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1235.13
[INFO] Cost func = 1235.13
[DEBUG]  SOLUTION: 1235.13 | 0 | {0, 0}
[test_data/solomon/r204.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1106.11
[INFO] Cost func = 1106.11
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;15;30;175;185;30.4138;30.4138
0;0;44;206;233;243;21.0238;31.8904
0;0;38;253;302;312;10.8166;42.4264
0;0;86;325;325;335;13.0384;35.3553
0;0;16;341;341;351;6.32456;29.1548
0;0;84;362;436;446;11.0454;24.3311
0;0;8;458;458;468;12.0416;26.2488
0;0;46;477;477;487;9.43398;35.4683
0;0;49;507;507;517;20.3961;43.9318
0;0;36;525;525;535;8.94427;41.4005
0;0;47;542;542;552;7.2111;34.2053
0;0;48;558;558;568;6.40312;27.8029
0;0;45;583;583;593;15.6525;29.1548
0;0;14;622;622;632;29.4109;32.0156
0;0;43;642;642;652;10.6302;34.176
0;0;42;661;661;671;9.05539;25.4951
0;0;37;679;679;689;8.94427;21.2132
0;0;98;690;690;700;1.41421;21.2603
0;0;100;703;798;808;3.16228;24.0416
0;0;91;811;811;821;3.16228;25.6125
0;0;85;824;824;834;3.16228;23.0217
0;0;61;838;838;848;4.47214;25.4951
0;0;17;857;857;867;9.21954;30.4138
0;0;83;878;878;888;11.4017;21.095
0;0;18;894;894;904;6.7082;15.8114
0;0;60;910;910;920;6.7082;18.0278
0;0;5;924;924;934;4.47214;20.6155
0;0;93;940;940;950;6.7082;20.2485
0;0;59;953;953;963;3;17.8045
1;1;23;36;206;216;36.0555;36.0555
1;1;67;228;294;304;12;43.8634
1;1;55;322;620;630;18.4391;30.4631
1;1;4;638;678;688;8.544;25
1;1;72;696;696;706;8.94427;22.4722
1;1;74;709;709;719;3.16228;24.5968
1;1;75;722;722;732;3.60555;27.7849
1;1;56;736;736;746;4.12311;29.2062
1;1;39;753;753;763;7;33.9706
1;1;25;772;817;827;9.43398;33.541
2;2;69;12;162;172;12.1655;12.1655
2;2;7;189;189;199;17.2627;21.2132
2;2;82;204;204;214;5.83095;23.3238
2;2;19;227;227;237;13;32.0156
2;2;64;254;254;264;17;46.5188
